Client_ID,Region,Client_Location,Client_Tenure_Months,Service_Type,Support_Access,Engagement_Type,Monthly_Client_Value,Cumulative_Client_Value,Churn_Status,Churn_Flag,CLTV,Churn Reason,Client_Health_Index,Content_Quality_Score,Content_Score_Trend_30D,Guideline_Compliance_Score,Compliance_Flags,Critical_Compliance_Issues,Engagement_Score,Monthly_Engagements,Client_Meetings,Report_Views,Response_Rate,Support_Tickets,Unresolved_Support_Tickets,Avg_Resolution_Time,Days_Since_Last_Engagement,Search_Visibility_Change,Traffic_Change,noise_control_1,noise_control_2
9601-BRXPO,California,San Diego,25,Fiber optic,Yes,Month-to-month,104.95,2566.5,Yes,1,3642,Service dissatisfaction,-1.371,64.3,-3.7,70.2,3.0,0.8,34.1,-3.0,1.9,11.9,56.0,3.7,1.4,36.2,50.0,-6.7,1.4,89.0,3.7
6905-NIQIN,California,San Diego,1,DSL,No,Month-to-month,50.65,50.65,Yes,1,2431,Don't know,-1.326,,-3.1,75.1,1.4,-0.1,31.8,8.1,4.5,11.4,34.5,3.6,1.2,62.1,36.0,4.1,-11.3,69.1,0.0
5167-ZFFMM,California,Indio,1,Fiber optic,No,Month-to-month,90.85,90.85,Yes,1,3424,Network reliability,-0.02,76.7,-6.5,61.5,1.3,-0.3,88.1,12.2,-0.4,18.4,50.0,1.7,2.3,31.4,35.0,8.7,-0.4,74.4,2.0
4895-TMWIR,California,Indian Wells,11,No,No internet service,Month-to-month,19.95,214.75,Yes,1,5888,Limited range of services,-1.167,49.5,6.1,66.6,1.2,1.1,23.5,0.4,1.0,7.7,12.2,2.4,3.2,41.4,52.2,-0.1,4.7,45.4,2.7
0533-BNWKF,California,Palm Desert,55,Fiber optic,No,Month-to-month,85.45,4874.7,Yes,1,5502,Lack of affordable download/upload speed,-0.353,75.7,3.0,76.5,3.1,0.8,74.9,9.9,4.3,-0.6,68.7,2.8,1.2,21.7,32.3,-9.2,1.3,62.2,3.4
6599-CEBNN,California,Desert Hot Springs,34,Fiber optic,No,Month-to-month,73.95,2524.45,Yes,1,5795,Long distance charges,1.063,69.9,-3.2,86.4,2.2,0.5,47.3,7.6,1.2,14.8,86.2,2.8,0.5,44.3,36.6,5.8,12.1,76.9,0.0
0979-PHULV,California,Holtville,69,Fiber optic,No,Month-to-month,99.45,7007.6,Yes,1,4020,Extra data charges,-0.23,60.2,-7.4,74.6,-0.4,1.4,41.4,5.6,2.4,19.8,67.8,2.9,4.4,16.0,44.4,-4.0,21.0,68.6,0.3
4800-VHZKI,California,Niland,1,No,No internet service,Month-to-month,19.9,19.9,Yes,1,3351,Price too high,0.296,87.6,-2.5,79.4,1.0,0.6,44.9,1.3,2.6,14.5,69.9,2.3,1.5,42.9,37.9,-3.2,-6.0,79.1,1.8
7989-CHGTL,California,North Palm Springs,1,No,No internet service,Month-to-month,19.6,19.6,Yes,1,3448,Product dissatisfaction,-1.267,66.7,-7.6,58.3,6.0,0.7,32.5,1.7,2.2,5.5,55.2,10.3,2.6,57.6,37.7,3.7,-10.6,46.0,0.0
0334-GDDSO,California,Ocotillo,3,Fiber optic,No,Month-to-month,81.35,233.7,Yes,1,2818,Service dissatisfaction,-0.571,75.3,5.4,64.3,3.7,0.6,70.1,7.2,4.5,15.3,,5.6,1.4,17.8,56.5,-6.1,-20.1,79.6,0.0
0578-SKVMF,California,Seeley,22,Fiber optic,No,Month-to-month,83.3,1845.9,Yes,1,3804,Lack of self-service on Website,-1.129,65.8,2.0,70.6,3.7,1.1,60.7,0.3,-1.7,11.2,55.0,0.9,3.7,51.6,69.6,-8.2,-17.3,70.1,5.5
5564-NEMQO,California,Thermal,1,Fiber optic,No,Month-to-month,75.3,75.3,Yes,1,4902,Network reliability,-0.711,57.5,-3.5,78.0,1.7,0.5,50.6,1.9,1.7,8.0,74.4,4.7,2.3,55.7,39.5,-0.2,-12.3,88.5,1.0
9063-ZGTUY,California,Adelanto,61,No,No internet service,Month-to-month,19.4,1182.55,Yes,1,4221,Don't know,0.831,78.5,5.3,81.4,2.2,1.2,108.7,5.3,1.5,14.1,82.6,3.5,1.2,36.2,18.7,-9.9,4.5,70.6,1.2
2957-LOLHO,California,Apple Valley,12,DSL,No,Month-to-month,45.4,518.9,Yes,1,2887,Don't know,-1.929,70.8,-1.4,59.5,3.5,1.1,45.2,-10.7,0.7,4.3,30.2,13.0,2.7,51.3,42.4,-9.3,-12.4,79.2,2.1
7752-XUSCI,California,Crestline,60,Fiber optic,No,Month-to-month,105.9,6396.45,Yes,1,4105,Don't know,0.444,70.7,-0.1,75.2,0.7,0.7,63.6,8.0,2.2,16.6,77.9,3.9,0.6,37.5,44.8,9.9,-6.2,79.0,5.8
4110-PFEUZ,California,Daggett,1,Fiber optic,No,Month-to-month,69.55,69.55,Yes,1,2792,Competitor had better devices,-0.171,87.4,0.6,90.2,1.6,0.1,47.2,8.3,1.3,4.5,45.6,8.3,0.3,36.6,37.3,9.6,-4.9,83.4,4.7
0256-LTHVJ,California,Ludlow,28,Fiber optic,No,Month-to-month,81.05,2227.1,Yes,1,5201,Competitor had better devices,-0.752,72.8,0.3,78.2,2.0,1.6,41.1,6.3,-0.3,11.7,50.7,3.3,1.8,26.3,36.0,-11.2,-11.1,75.9,3.0
0880-TKATG,California,Lucerne Valley,4,Fiber optic,No,Month-to-month,101.15,385.9,Yes,1,4417,Competitor had better devices,-1.724,59.9,-3.2,67.2,1.0,2.2,38.5,7.0,-0.8,13.1,50.6,3.4,4.3,42.6,34.9,-15.1,-12.1,72.2,0.0
3811-VBYBZ,California,Lytle Creek,7,Fiber optic,No,Month-to-month,99.8,673.25,Yes,1,2031,Competitor had better devices,-0.282,68.2,-8.0,64.4,0.3,-0.3,71.0,3.8,5.1,12.2,82.7,1.3,1.2,32.7,43.5,-7.3,-18.2,69.7,7.1
4640-UHDOS,California,Phelan,13,DSL,No,Month-to-month,55.95,734.35,Yes,1,4498,Competitor had better devices,-0.801,64.0,-8.7,65.4,2.5,1.1,62.8,12.0,-0.8,11.0,47.9,6.2,3.2,61.4,51.7,-30.4,8.2,84.8,2.0
3583-EKAPL,California,Redlands,1,DSL,No,Month-to-month,55.0,55.0,Yes,1,4877,Competitor had better devices,-0.176,50.7,-4.3,75.1,1.0,0.6,78.8,2.3,3.7,11.3,68.7,1.7,1.0,35.0,34.3,11.4,-5.5,68.3,0.0
9399-APLBT,California,Rialto,1,Fiber optic,No,Month-to-month,74.7,74.7,Yes,1,5980,Competitor had better devices,-0.373,63.6,-7.7,77.0,2.0,0.9,45.2,4.5,-0.0,14.1,37.2,2.5,-0.9,36.4,42.2,2.8,-9.7,65.2,4.7
2359-KMGLI,California,Running Springs,24,Fiber optic,No,Month-to-month,80.25,1861.5,Yes,1,4418,Competitor had better devices,1.272,76.2,-8.5,86.5,-1.1,0.6,78.0,6.7,2.7,11.9,69.7,3.6,0.1,31.2,32.9,-6.5,0.3,81.1,0.0
0306-JAELE,California,Tecopa,5,Fiber optic,Yes,Month-to-month,96.1,453.4,Yes,1,4192,Competitor had better devices,-0.504,59.0,1.6,77.6,3.9,-0.9,60.7,5.9,4.7,9.1,53.6,3.3,-0.5,42.8,54.9,-14.3,-13.1,85.7,0.0
6227-HWPWX,California,Victorville,15,Fiber optic,No,Month-to-month,69.0,994.8,Yes,1,5671,Competitor had better devices,-1.249,64.0,-2.8,67.1,6.4,1.5,57.4,3.0,2.4,1.9,76.7,5.0,3.0,31.7,28.5,-5.6,3.9,90.8,0.0
0447-BEMNG,California,Wrightwood,48,DSL,No,Month-to-month,45.3,2145.0,Yes,1,4926,Price too high,0.117,67.6,-10.8,71.1,3.8,1.4,46.4,5.8,-0.4,9.6,53.3,0.7,-1.1,45.8,20.4,1.6,-16.1,92.0,0.0
5949-XIKAE,California,San Bernardino,8,Fiber optic,No,Month-to-month,83.55,680.05,Yes,1,2879,Product dissatisfaction,-0.137,75.2,-3.8,95.7,4.2,1.6,41.8,3.1,1.2,-3.1,38.6,-1.6,1.6,34.7,28.1,14.3,-1.8,74.3,0.9
8372-JUXUI,California,San Bernardino,1,Fiber optic,No,Month-to-month,74.35,74.35,Yes,1,2814,Service dissatisfaction,0.878,79.4,-0.6,73.7,2.7,-0.3,74.3,5.7,2.3,13.6,63.3,5.6,-0.0,39.6,27.6,-2.8,17.4,79.9,4.9
0388-EOPEX,California,Riverside,2,Fiber optic,No,Month-to-month,74.4,139.4,Yes,1,4263,Lack of self-service on Website,0.395,70.8,0.6,64.4,2.5,0.5,76.2,-2.3,3.7,16.5,57.2,5.8,0.4,22.3,22.6,1.4,-8.5,97.5,1.9
8205-OTCHB,California,Riverside,22,DSL,No,One year,43.75,903.6,Yes,1,3099,Network reliability,0.319,52.0,-8.4,60.6,2.2,0.1,51.8,9.7,2.1,11.6,70.5,2.7,2.4,31.8,26.5,-4.5,-22.2,84.5,0.4
6235-VDHOM,California,Riverside,5,DSL,No,Month-to-month,28.45,131.05,Yes,1,4099,Limited range of services,1.004,93.6,-8.4,76.2,0.2,-1.1,76.4,3.5,2.1,20.2,92.1,2.9,0.7,48.0,39.0,0.1,0.4,91.6,0.0
7783-YKGDV,California,March Air Reserve Base,12,Fiber optic,No,Month-to-month,99.7,1238.45,Yes,1,2538,Lack of affordable download/upload speed,-1.425,57.3,-2.1,79.4,4.3,0.5,68.3,1.8,3.8,17.1,50.1,2.7,2.1,65.7,19.7,8.8,-9.9,83.8,0.8
5609-CEBID,California,Hemet,20,Fiber optic,No,Month-to-month,94.1,1782.4,Yes,1,2666,Long distance charges,-0.853,61.1,-14.9,66.6,3.8,0.0,47.5,0.4,3.9,9.0,65.0,3.7,1.7,47.1,26.8,17.5,-7.1,62.9,0.0
7218-HKQFK,California,Homeland,2,Fiber optic,Yes,Month-to-month,94.2,167.5,Yes,1,3715,Don't know,-1.169,56.3,-6.7,85.9,2.3,1.2,28.0,6.4,2.3,1.4,55.6,9.9,1.5,27.2,31.3,0.2,-13.3,69.3,3.3
4636-QRJKY,California,Idyllwild,6,Fiber optic,Yes,Month-to-month,80.5,502.85,Yes,1,5032,Price too high,-0.637,57.4,-5.8,73.1,3.5,-0.4,33.8,2.8,0.5,17.3,68.6,8.1,0.7,16.0,61.8,-14.3,-2.3,52.9,4.4
5956-VKDTT,California,Moreno Valley,5,Fiber optic,No,Month-to-month,74.35,334.8,Yes,1,5273,Product dissatisfaction,-1.652,76.3,-7.2,80.2,2.2,0.3,36.7,-6.4,-3.3,13.4,38.4,5.6,0.1,51.0,48.9,0.5,-0.6,69.4,4.6
9412-GHEEC,California,Murrieta,40,Fiber optic,Yes,Month-to-month,104.8,4131.95,Yes,1,3492,Service dissatisfaction,0.57,86.4,1.6,70.5,0.9,0.1,56.4,8.0,0.1,15.8,67.9,-1.1,1.6,56.1,33.6,0.4,-5.9,65.2,4.1
0257-ZESQC,California,Perris,27,Fiber optic,No,Month-to-month,75.2,1929.35,Yes,1,4517,Lack of self-service on Website,-0.411,69.8,8.3,66.7,3.8,1.3,55.9,2.4,-0.9,6.6,77.1,5.1,2.0,32.3,22.4,-0.8,-1.8,64.2,3.4
6825-UYPFK,California,Sun City,23,Fiber optic,No,Month-to-month,75.6,1758.6,Yes,1,2115,Network reliability,-1.608,56.7,-17.4,70.2,4.0,3.1,47.6,3.3,0.8,10.0,42.2,4.4,3.7,40.5,38.3,-8.0,-15.9,69.4,1.0
8397-MVTAZ,California,Sun City,34,Fiber optic,No,Month-to-month,100.05,3480.0,Yes,1,2568,Don't know,-1.102,68.2,1.3,76.2,2.6,1.2,47.1,7.6,2.7,6.4,54.8,3.6,2.5,43.6,-3.2,-9.8,14.3,61.9,3.7
9282-IZGQK,California,Irvine,1,Fiber optic,No,Month-to-month,85.0,85.0,Yes,1,5679,Don't know,-0.1,67.0,-19.6,73.6,1.8,-0.1,69.5,1.9,4.9,5.9,,3.6,0.9,65.7,35.9,2.2,7.8,57.8,2.9
1342-JPNKI,California,Lake Forest,10,Fiber optic,No,Month-to-month,86.05,834.1,Yes,1,2966,Don't know,0.456,66.9,9.3,80.5,2.3,0.0,50.5,6.5,4.1,14.9,43.8,7.4,0.9,35.1,18.3,-4.7,18.7,84.3,0.0
2817-NTQDO,California,Huntington Beach,13,DSL,Yes,Month-to-month,45.55,597.0,Yes,1,4856,Poor expertise of online support,1.646,79.6,-11.4,88.2,-1.7,0.7,91.5,5.5,1.6,8.5,86.7,2.4,1.3,29.6,-8.4,1.4,13.1,64.9,0.3
6986-IJDHX,California,Huntington Beach,39,Fiber optic,No,Month-to-month,86.3,3266.0,Yes,1,3364,Poor expertise of phone support,2.609,75.5,22.6,72.0,-0.6,-1.1,93.2,14.1,3.7,22.9,72.2,3.4,1.5,18.1,18.3,7.0,-4.8,68.9,3.3
5301-GAUUY,California,Newport Beach,32,Fiber optic,No,Month-to-month,80.35,2596.15,Yes,1,5974,Competitor had better devices,0.22,70.9,-3.9,73.2,0.1,1.4,74.9,6.7,2.6,13.8,65.3,4.3,0.8,35.3,15.4,1.4,-8.8,86.8,2.9
0939-YAPAF,California,Santa Ana,35,Fiber optic,No,Month-to-month,100.25,3527.6,Yes,1,2744,Competitor offered higher download speeds,-1.071,63.4,4.3,66.3,3.0,1.1,41.1,4.2,-1.3,7.8,67.6,5.4,3.4,53.8,44.4,-16.9,0.2,62.9,0.1
4710-FDUIZ,California,Santa Ana,56,Fiber optic,No,One year,100.3,5614.45,Yes,1,5170,Competitor offered more data,-1.761,64.4,0.9,64.0,5.1,1.0,44.9,-1.8,-0.5,6.6,,6.6,2.2,35.8,53.3,-4.4,-12.5,81.3,1.1
1218-VKFPE,California,Anaheim,12,No,No internet service,Month-to-month,19.0,233.55,Yes,1,3535,Competitor made better offer,-0.063,58.9,-5.0,79.6,3.1,-0.6,70.5,8.9,1.1,3.6,45.2,2.7,0.6,46.9,84.4,-5.6,4.2,56.9,0.9
3627-FHKBK,California,Anaheim,1,Fiber optic,No,Month-to-month,75.3,75.3,Yes,1,3244,Competitor had better devices,-1.154,69.0,-7.5,66.1,2.2,1.6,47.9,7.7,4.6,1.3,63.9,1.6,1.2,52.6,36.2,-1.1,-8.8,73.6,2.1
2865-TCHJW,California,Anaheim,4,Fiber optic,No,Month-to-month,89.2,346.2,Yes,1,5808,Competitor had better devices,-0.76,51.7,-9.7,52.7,1.6,0.3,42.7,1.7,2.0,21.5,75.5,7.7,1.4,29.3,43.5,13.5,2.7,79.7,4.9
5192-EBGOV,California,Brea,1,Fiber optic,No,Month-to-month,85.7,85.7,Yes,1,4880,Competitor offered higher download speeds,-0.966,54.6,1.1,69.5,1.7,1.0,40.6,5.1,-0.8,7.8,48.0,1.1,1.9,49.3,40.9,-11.6,13.5,64.9,7.0
0719-SYFRB,California,Norco,12,DSL,Yes,Month-to-month,61.65,713.75,Yes,1,5670,Competitor offered higher download speeds,-0.361,58.4,-5.7,63.7,5.7,0.6,45.8,7.8,1.0,0.4,75.0,4.5,3.1,61.5,23.1,-3.4,-17.0,84.5,3.2
3419-SNJJD,California,Yorba Linda,65,Fiber optic,No,Month-to-month,105.25,6786.4,Yes,1,4196,Competitor offered higher download speeds,1.071,59.6,-4.5,85.0,1.7,-0.8,48.5,16.6,3.2,20.3,78.1,6.6,3.3,15.3,28.9,-1.2,-14.1,78.3,0.0
6543-CPZMK,California,Ventura,9,DSL,No,Month-to-month,29.95,248.95,Yes,1,2573,Competitor offered more data,-0.188,77.9,1.5,83.1,2.7,0.5,104.0,7.3,1.3,3.6,71.4,4.5,1.2,34.2,49.3,-6.6,-5.8,76.3,0.0
4765-OXPPD,California,Ventura,9,DSL,Yes,Month-to-month,65.0,663.05,Yes,1,3983,Competitor offered more data,-0.399,52.9,-9.1,52.4,-0.8,-0.2,25.3,5.4,1.0,14.3,75.9,5.2,-0.2,40.1,47.0,-12.3,-4.4,85.4,1.8
1009-IRMNA,California,Port Hueneme,7,No,No internet service,Month-to-month,20.0,137.6,Yes,1,4479,Competitor offered more data,-1.318,51.2,-7.7,62.7,1.2,0.5,34.2,3.3,2.3,18.3,42.1,6.0,1.3,46.1,57.1,-4.8,-12.8,82.3,5.8
4554-YGZIH,California,Summerland,49,Fiber optic,No,Month-to-month,90.05,4547.25,Yes,1,5059,Competitor made better offer,-1.609,73.1,-5.5,72.8,3.2,1.4,57.4,3.0,3.2,5.8,39.3,7.5,1.8,31.4,32.7,-14.2,-4.9,71.8,6.3
5099-BAILX,California,Santa Barbara,43,Fiber optic,Yes,Month-to-month,110.75,4687.9,Yes,1,2728,Competitor made better offer,-0.457,57.4,-7.5,59.8,1.8,1.3,45.2,8.3,3.5,18.2,80.4,7.0,2.0,22.3,39.0,10.1,-7.5,53.9,5.7
7207-RMRDB,California,Santa Barbara,65,Fiber optic,No,Month-to-month,105.5,6985.65,Yes,1,5720,Competitor had better devices,0.024,64.6,-5.1,83.7,2.5,0.6,53.9,2.5,1.4,16.4,60.0,0.4,-1.0,192.9,5.1,0.9,-10.2,95.1,0.3
4913-EHYUI,California,Alpaugh,56,Fiber optic,No,One year,104.55,5794.65,Yes,1,6268,Competitor offered higher download speeds,1.887,64.7,14.3,93.8,1.3,-0.5,79.3,12.7,2.6,26.9,53.7,4.8,1.8,27.2,-12.4,-5.8,8.0,65.8,1.3
0195-IESCP,California,Armona,10,Fiber optic,No,Month-to-month,85.25,855.3,Yes,1,3573,Competitor offered more data,-0.206,75.6,-3.8,73.3,3.4,0.2,74.4,-0.5,1.2,14.8,61.0,3.6,0.3,30.4,66.2,0.5,4.8,43.9,4.9
4580-TMHJU,California,Avenal,43,DSL,No,Month-to-month,56.15,2499.3,Yes,1,2152,Don't know,0.832,81.4,-1.9,71.3,-1.2,-0.1,61.0,10.0,4.0,9.6,68.5,1.2,1.4,41.5,29.2,1.7,3.2,91.9,0.0
0970-ETWGE,California,Bodfish,1,Fiber optic,No,Month-to-month,89.55,89.55,Yes,1,4996,Competitor had better devices,-0.861,70.9,-5.4,49.2,1.1,-0.7,68.0,8.4,0.7,-5.4,63.4,1.9,1.7,53.7,52.2,-13.5,13.3,79.5,0.0
1626-ERCMM,California,Camp Nelson,20,Fiber optic,No,Month-to-month,94.55,1899.65,Yes,1,5604,Competitor had better devices,-1.363,65.8,-2.4,78.4,3.0,1.1,22.4,7.0,-2.0,2.4,50.1,5.3,1.2,31.3,56.4,-6.4,-11.1,72.5,6.6
0887-HJGAR,California,Coalinga,1,DSL,No,Month-to-month,45.7,45.7,Yes,1,2295,Competitor offered higher download speeds,-1.296,60.6,-12.6,90.6,2.1,-0.3,40.4,5.0,1.9,4.6,84.5,3.5,3.8,45.3,43.9,-4.2,-16.4,71.3,3.2
5644-PDMZC,California,Delano,2,Fiber optic,No,Month-to-month,89.5,161.5,Yes,1,2065,Competitor offered higher download speeds,-1.065,54.7,-1.7,89.4,2.5,1.0,59.7,5.9,2.1,15.6,43.8,4.7,1.4,41.4,66.6,12.1,-3.9,82.8,1.7
9576-ANLXO,California,Earlimart,3,Fiber optic,No,Month-to-month,69.55,222.3,Yes,1,2876,Competitor offered higher download speeds,1.612,65.6,4.6,80.2,1.4,-0.9,102.6,7.0,2.1,23.7,44.2,2.1,-0.7,57.9,18.4,-5.4,-13.5,98.8,2.7
2024-BASKD,California,Exeter,1,Fiber optic,No,Month-to-month,74.6,74.6,Yes,1,3860,Competitor offered more data,-1.162,75.9,-17.5,60.2,1.8,0.0,35.6,-0.4,4.2,0.7,34.1,5.2,2.7,35.6,4.5,-2.6,12.9,67.5,8.2
4160-AMJTL,California,Fellows,8,No,No internet service,Month-to-month,19.65,164.3,Yes,1,5432,Competitor offered more data,0.442,78.3,12.0,85.9,2.3,1.0,44.3,7.7,1.2,20.9,56.0,4.9,2.3,37.9,33.5,-9.7,16.2,62.3,3.2
4464-JCOLN,California,Huron,2,No,No internet service,One year,19.85,35.9,Yes,1,2362,Competitor offered more data,-1.006,52.9,5.7,70.5,3.8,0.9,57.6,4.7,3.5,3.4,66.1,7.0,1.7,63.8,58.9,-7.7,7.0,69.4,4.9
5650-VDUDS,California,Kernville,4,DSL,No,Month-to-month,24.25,96.05,Yes,1,2038,Competitor made better offer,0.5,69.9,-6.0,82.5,2.1,-0.9,63.8,10.5,-0.0,6.6,64.9,5.7,1.4,8.8,4.5,-8.2,-23.4,55.5,5.3
7538-GWHML,California,Lemon Cove,2,Fiber optic,No,Month-to-month,69.65,145.15,Yes,1,2323,Competitor made better offer,-0.026,63.0,-9.7,78.7,3.4,0.2,47.7,5.4,2.3,1.5,70.3,6.9,2.7,52.9,29.1,9.8,-6.6,70.3,10.2
3859-CVCET,California,Lindsay,4,DSL,No,Month-to-month,45.65,191.05,Yes,1,2864,Competitor had better devices,-0.518,50.4,-1.6,74.6,-0.9,1.0,36.2,5.8,0.3,12.3,50.9,3.4,1.4,30.2,58.1,6.9,-4.7,87.1,2.0
3276-HDUEG,California,Maricopa,1,Fiber optic,No,Month-to-month,75.05,75.05,Yes,1,4838,Competitor offered higher download speeds,-0.432,66.5,-12.9,84.3,1.6,0.3,48.1,6.5,1.5,6.1,68.7,2.3,1.3,19.7,53.4,5.8,-3.1,74.3,3.4
0823-HSCDJ,California,Onyx,52,DSL,No,Month-to-month,49.15,2550.9,Yes,1,5597,Competitor offered more data,-0.633,58.3,6.0,83.9,4.1,0.5,63.2,7.3,2.7,18.9,35.5,3.9,2.7,41.9,36.7,-8.8,2.0,77.4,4.2
0822-GAVAP,California,Posey,2,DSL,No,Month-to-month,34.7,62.25,Yes,1,3146,Competitor made better offer,0.031,55.4,-4.9,70.6,0.9,0.8,54.3,9.8,0.9,5.0,67.7,2.4,1.2,37.4,19.8,-8.4,8.5,84.2,0.0
1448-PWKYE,California,Shafter,1,Fiber optic,No,Month-to-month,80.0,80.0,Yes,1,2046,Competitor had better devices,-0.819,44.5,7.3,63.2,1.2,0.9,72.2,0.9,0.3,14.4,69.2,1.4,0.8,46.4,40.4,-4.2,10.7,68.7,7.4
0067-DKWBL,California,Tipton,2,DSL,No,Month-to-month,49.25,91.1,Yes,1,3475,Competitor had better devices,-1.533,39.7,-11.8,44.6,3.1,0.3,46.2,6.4,0.6,-1.0,40.3,4.3,2.2,51.5,50.7,8.3,-0.9,58.3,1.2
2276-YDAVZ,California,Wofford Heights,3,Fiber optic,No,Month-to-month,75.1,270.7,Yes,1,4965,Competitor offered higher download speeds,-1.574,53.7,-6.9,66.0,3.3,1.1,57.7,2.8,7.0,14.6,81.7,6.4,1.0,41.4,60.0,1.3,-9.9,69.9,0.0
5896-NPFWW,California,Visalia,3,DSL,No,Month-to-month,50.15,168.15,Yes,1,3273,Competitor offered higher download speeds,-0.218,64.5,6.5,63.9,1.6,0.5,62.3,8.2,2.0,11.5,33.5,6.4,1.4,57.2,33.1,17.2,-3.5,70.4,2.8
7133-VBDCG,California,Bakersfield,25,Fiber optic,No,Month-to-month,79.85,2015.35,Yes,1,4535,Competitor offered higher download speeds,1.259,63.0,-0.5,85.0,4.4,1.6,62.0,13.9,2.8,16.4,84.1,2.2,2.0,45.8,51.7,-0.3,10.1,81.8,0.0
1029-QFBEN,California,San Luis Obispo,1,No,No internet service,Month-to-month,19.55,19.55,Yes,1,3556,Competitor offered more data,-0.244,73.2,-0.5,71.4,2.9,0.6,71.0,-2.8,2.4,8.1,76.7,6.1,-0.1,41.7,40.1,-2.6,-15.2,81.1,0.9
4952-YSOGZ,California,Lompoc,4,Fiber optic,No,Month-to-month,85.95,381.3,Yes,1,5640,Competitor offered more data,-0.483,63.3,4.5,71.5,1.1,0.9,36.4,10.1,-1.2,7.2,47.9,4.0,1.6,41.7,31.5,2.5,-5.9,47.4,3.2
1589-AGTLK,California,Lompoc,3,DSL,No,Month-to-month,45.35,141.5,Yes,1,2450,Competitor offered more data,-0.112,73.0,-6.0,83.4,0.0,0.9,49.7,5.3,3.3,14.5,69.2,-1.6,2.2,49.9,24.8,-2.6,13.6,53.3,0.0
5244-IRFIH,California,Los Alamos,33,Fiber optic,No,Month-to-month,94.5,3105.55,Yes,1,4333,Competitor made better offer,1.062,70.2,-7.6,84.0,2.2,0.1,60.4,4.3,3.6,26.5,57.9,-0.4,0.8,30.6,9.9,1.2,8.7,85.8,2.6
2684-EIWEO,California,Oceano,30,Fiber optic,No,Month-to-month,91.7,2758.15,Yes,1,2482,Competitor made better offer,0.023,57.4,-11.9,74.7,0.8,0.1,65.7,4.3,-1.0,4.0,69.7,4.4,3.2,20.3,52.1,-9.9,8.5,57.9,0.0
6439-GTPCA,California,Pismo Beach,45,Fiber optic,Yes,Month-to-month,87.25,3941.7,Yes,1,5269,Competitor had better devices,-0.372,66.1,1.3,91.1,6.0,1.1,66.8,1.3,5.5,8.0,58.9,-0.1,1.7,35.7,33.3,-9.9,-0.8,84.4,2.4
5138-WVKYJ,California,Mojave,10,Fiber optic,No,Month-to-month,98.55,1008.55,Yes,1,3658,Competitor offered higher download speeds,0.707,55.4,3.0,86.0,2.5,0.8,51.4,9.2,2.2,8.7,69.4,-0.0,1.5,27.7,-23.3,19.0,10.5,41.3,2.6
6683-VLCTZ,California,Johannesburg,20,Fiber optic,No,Month-to-month,98.55,1842.8,Yes,1,5444,Competitor offered more data,0.146,74.0,6.1,72.2,3.1,2.2,45.2,2.1,0.1,1.0,56.4,0.1,3.1,36.1,25.7,-5.6,3.5,93.5,1.9
2189-WWOEW,California,Keene,15,Fiber optic,No,Month-to-month,85.9,1269.55,Yes,1,3579,Don't know,1.145,61.6,-0.5,76.6,1.9,0.9,68.9,12.6,3.0,3.4,62.9,2.1,1.5,15.5,46.7,10.8,21.1,72.8,1.9
1894-IGFSG,California,Lancaster,22,Fiber optic,No,Month-to-month,89.25,1907.85,Yes,1,3161,Competitor had better devices,-0.069,77.3,-12.0,83.4,4.1,1.2,34.3,8.7,0.3,6.0,52.0,4.1,1.4,22.9,26.1,-15.3,-6.7,86.0,5.7
7379-POKDZ,California,Lancaster,3,Fiber optic,No,Month-to-month,70.3,208.85,Yes,1,3038,Competitor had better devices,-1.524,54.4,-22.5,71.7,-0.6,1.6,64.6,4.5,-1.6,4.7,65.4,1.1,1.6,56.3,21.9,-6.2,-15.7,74.2,0.0
0236-HFWSV,California,Palmdale,15,Fiber optic,No,Month-to-month,93.35,1444.65,Yes,1,5264,Competitor offered higher download speeds,-1.571,71.0,13.9,58.3,1.4,0.5,44.5,-4.7,0.5,17.3,81.5,6.6,2.0,43.6,38.0,-15.1,-25.9,90.5,1.6
3900-AQPHZ,California,Pearblossom,1,No,No internet service,Month-to-month,19.9,19.9,Yes,1,4248,Competitor offered higher download speeds,1.15,59.4,5.2,89.3,3.2,-0.6,49.0,2.6,2.1,21.0,108.6,2.6,1.2,26.3,35.1,0.2,2.1,89.9,3.7
5842-POCOP,California,Randsburg,5,Fiber optic,No,Month-to-month,88.9,454.15,Yes,1,4356,Competitor offered higher download speeds,1.248,65.3,2.7,93.3,3.9,-0.4,49.4,7.7,0.0,8.6,87.8,-0.5,-0.3,24.1,19.3,9.6,11.9,70.8,7.4
2037-XJFUP,California,Ridgecrest,33,Fiber optic,No,One year,95.8,3036.75,Yes,1,4161,Competitor offered more data,-0.103,70.7,-0.1,87.2,0.4,1.2,63.7,5.7,0.5,16.4,64.1,3.7,3.2,33.9,17.8,-4.4,9.9,54.5,0.3
7314-OXENN,California,Trona,2,Fiber optic,No,Month-to-month,82.0,184.65,Yes,1,3051,Competitor offered more data,-0.745,76.7,-13.9,88.2,-0.2,1.9,58.6,8.6,-0.2,3.8,76.0,2.5,4.8,40.9,50.3,11.2,-4.8,51.6,2.0
